OBJECTID,STATEFP20,COUNTYFP20,TRACTCE20,BLOCKCE20,GEOID20,NAME20,MTFCC20,FUNCSTAT20,ALAND20,AWATER20,INTPTLAT20,INTPTLON20,GID,TOTAL_AC,LAND_AC,TCAN_AC,TCAN_PCT,VEG_AC,VEG_PCT,BLD_AC,BLD_PCT,TO_IA_AC,TO_IA_PCT,ROAD_AC,ROAD_PCT,PLOT_AC,PLOT_PCT,SWALK_AC,SWALK_PCT,OT_IA_AC,OT_IA_PCT,WAT_AC,WAT_PCT,SOIL_AC,SOIL_PCT,UTC_AC,UTC_PCT,PPA_V_AC,PPA_V_PCT,TO_PPA_AC,TO_PPA_PCT,PPA_IA_AC,PPA_IA_PCT,UN_V_AC,UN_V_PCT,TO_UN_AC,TO_UN_PCT,UN_IA_AC,UN_IA_PCT,UN_SL_AC,UN_SL_PCT,WTR_AC,WTR_PCT,UTC_AC_06,UTC_PCT_06,UTCAC0620,UTCPCT0620,UTC_AC_11,UTC_PCT_11,UTCAC1120,UTCPCT1120,UTC_AC_15,UTC_PCT_15,UTCAC1520,UTCPCT1520,GIS_ID,GLOBALID,SHAPEAREA,SHAPELEN
3020,11,001,004901,3004,110010049013004,Block 3004,G5040,S,10055,0,+38.9101477,-077.0264829,3380,2.48,2.48,0.59,23.78,0.06,2.39,0.82,32.9,1.83,73.84,0.48,19.35,0,0,0.19,7.63,0.35,13.96,0,0,0,0,0.59,23.78,0.06,2.32,0.25,10.01,0.19,7.7,0,0,1.65,66.21,1.65,66.21,0,0,0,0,0.32,12.90322581,0.27,10.87677419,0.46,18.5483871,0.13,5.2316129,0.5,20.16129032,0.09,3.61870968,UTC_BlockPly_2020_3380,{857FD50C-9AC5-42AC-BA79-DBA78176EA19},0,0
3021,11,001,000101,1000,110010001011000,Block 1000,G5040,S,42796,951,+38.9100683,-077.0528631,1208,10.81,10.72,3.67,33.92,1.07,9.85,3.16,29.19,5.99,55.38,1.19,11.05,0.3,2.82,0.34,3.11,1,9.21,0.09,0.84782559,0,0,3.67,34.21,1.04,9.68,1.71,15.91,0.67,6.23,0,0,5.35,49.88,5.35,49.88,0,0,0.09,0.86,3.27,30.50373134,0.4,3.70626866,3.59,33.48880597,0.08,0.72119403,3.54,33.02238806,0.13,1.18761194,UTC_BlockPly_2020_1208,{4E5DF23D-3B7C-4FAC-8D27-FADF90EFEFD3},0,0
3022,11,001,008803,2009,110010088032009,Block 2009,G5040,S,15889,0,+38.9099604,-076.9869524,1766,3.93,3.93,0.87,22.25,0.22,5.7,1.22,31.09,2.83,72.05,0.72,18.32,0,0,0.11,2.81,0.78,19.82,0,0,0,0,0.87,22.25,0.22,5.7,0.33,8.51,0.11,2.81,0,0,2.72,69.24,2.72,69.24,0,0,0,0,0.76,19.33842239,0.11,2.91157761,0.62,15.77608142,0.25,6.47391858,0.83,21.11959288,0.04,1.13040712,UTC_BlockPly_2020_1766,{7FEB19E7-13AC-478E-8935-2FAFEA320C7D},0,0
3023,11,001,010601,1001,110010106011001,Block 1001,G5040,S,14643,0,+38.9100180,-077.0081340,530,3.62,3.62,0.89,24.64,0.08,2.18,0.62,17.04,2.65,73.18,0.84,23.34,0.75,20.77,0.25,7.01,0.18,5.02,0,0,0,0,0.89,24.64,0.07,2,1.08,29.87,1.01,27.87,0,0.03,1.65,45.49,1.64,45.45,0,0,0,0,0.53,14.64088398,0.36,9.99911602,0.66,18.2320442,0.23,6.4079558,0.77,21.27071823,0.12,3.36928177,UTC_BlockPly_2020_530,{3C2B1366-6FFD-4551-A9C4-E080F28BF735},0,0
3024,11,001,000202,2001,110010002022001,Block 2001,G5040,S,16715,0,+38.9102480,-077.0669841,3244,4.13,4.13,1.94,46.86,0.69,16.73,0.32,7.78,1.51,36.41,0.33,8.06,0,0,0.24,5.78,0.61,14.8,0,0,0,0,1.94,46.86,0.61,14.73,0.86,20.92,0.26,6.19,0.07,1.58,1.33,32.22,1.27,30.64,0,0,0,0,1.43,34.62469734,0.51,12.23530266,1.5,36.31961259,0.44,10.54038741,1.77,42.85714286,0.17,4.00285714,UTC_BlockPly_2020_3244,{481E91FC-B085-4A65-9F00-2FDAA42EADAD},0,0
3025,11,001,005502,1014,110010055021014,Block 1014,G5040,S,13532,0,+38.9100623,-077.0458710,3028,3.34,3.34,0.49,14.53,0.19,5.74,1.04,31.19,2.66,79.73,0.86,25.77,0.27,8.08,0.3,8.88,0.19,5.81,0,0,0,0,0.49,14.53,0.18,5.52,0.76,22.7,0.57,17.18,0,0,2.1,62.77,2.1,62.77,0,0,0,0,0.19,5.68862275,0.3,8.84137725,0.45,13.47305389,0.04,1.05694611,0.44,13.17365269,0.05,1.35634731,UTC_BlockPly_2020_3028,{820466BD-B004-4A4F-B9FA-22A661B159DA},0,0
3026,11,001,005502,1013,110010055021013,Block 1013,G5040,S,3134,0,+38.9100587,-077.0468240,3478,0.77,0.77,0.13,16.43,0.01,1.02,0.26,34.2,0.64,82.55,0.19,24.29,0.01,1.09,0.07,9.56,0.1,13.42,0,0,0,0,0.13,16.43,0.01,0.89,0.09,11.67,0.08,10.77,0,0,0.56,71.91,0.56,71.91,0,0,0,0,0.12,15.58441558,0.01,0.84558442,0.14,18.18181818,-0.01,-1.75181818,0.11,14.28571429,0.02,2.14428571,UTC_BlockPly_2020_3478,{5871439A-19F9-455F-AB84-BED3CC93AB85},0,0
3027,11,001,000202,2002,110010002022002,Block 2002,G5040,S,12106,0,+38.9102179,-077.0685015,5857,2.99,2.99,1.17,39.2,0.37,12.34,0.74,24.75,1.45,48.46,0.36,12.16,0,0,0.1,3.5,0.24,8.05,0,0,0,0,1.17,39.2,0.35,11.57,0.45,15.23,0.11,3.66,0.02,0.61,1.36,45.57,1.34,44.96,0,0,0,0,1.07,35.78595318,0.1,3.41404682,1.09,36.4548495,0.08,2.7451505,1.19,39.7993311,-0.02,-0.5993311,UTC_BlockPly_2020_5857,{A204E548-FA9F-4AD7-A0B0-24DC8010178B},0,0
3028,11,001,000802,2012,110010008022012,Block 2012,G5040,S,25725,0,+38.9101765,-077.0822696,4296,6.35,6.35,3.5,55.12,0.6,9.46,1.25,19.63,2.25,35.42,0.53,8.31,0,0,0.07,1.18,0.4,6.3,0,0,0,0,3.5,55.12,0.6,9.44,0.68,10.64,0.08,1.2,0,0,2.18,34.25,2.18,34.25,0,0,0,0,2.74,43.1496063,0.76,11.9703937,2.94,46.2992126,0.56,8.8207874,3.43,54.01574803,0.07,1.10425197,UTC_BlockPly_2020_4296,{8198C0E1-188D-44B6-8FCD-9A4741009A9E},0,0
3029,11,001,000802,1011,110010008021011,Block 1011,G5040,S,76178,0,+38.9088191,-077.0838194,3289,18.83,18.83,7.72,40.99,4.25,22.56,2.3,12.21,6.86,36.45,1.32,6.99,1.23,6.54,0.39,2.08,1.62,8.63,0,0,0,0,7.72,40.99,3.15,16.76,4.78,25.4,1.63,8.65,1.09,5.78,6.33,33.6,5.24,27.82,0,0,0,0,6.52,34.62559745,1.2,6.36440255,6.37,33.82899628,1.35,7.16100372,8.05,42.75092937,-0.33,-1.76092937,UTC_BlockPly_2020_3289,{935B1C9F-2F45-480A-8C2F-B1AFA6B18067},0,0
3030,11,001,009601,1030,110010096011030,Block 1030,G5040,S,32580,0,+38.9063655,-076.9375502,3517,8.05,8.05,0.09,1.17,0.02,0.26,0.34,4.22,7.93,98.57,0.02,0.2,0,0,0.01,0.14,7.57,94,0,0,0,0,0.09,1.17,0.02,0.26,0.03,0.41,0.01,0.14,0,0,7.92,98.43,7.92,98.43,0,0,0,0,0.11,1.36645963,-0.02,-0.19645963,0.08,0.99378882,0.01,0.17621118,0.11,1.36645963,-0.02,-0.19645963,UTC_BlockPly_2020_3517,{E8A4C81D-26DC-41BD-B205-EAC12C9953A2},0,0
3031,11,001,005001,1011,110010050011011,Block 1011,G5040,S,1478,0,+38.9103563,-077.0275666,1677,0.36,0.36,0.13,34.76,0.01,2.44,0,0,0.23,62.8,0.22,60.76,0,0,0,1.22,0,0.81,0,0,0,0,0.13,34.76,0.01,2.44,0.01,3.67,0,1.22,0,0,0.22,61.58,0.22,61.58,0,0,0,0,0.02,5.55555556,0.11,29.20444444,0.08,22.22222222,0.05,12.53777778,0.09,25,0.04,9.76,UTC_BlockPly_2020_1677,{03C48B2B-7489-4B71-A260-753B7A11AFA8},0,0
3032,11,001,008803,2005,110010088032005,Block 2005,G5040,S,19984,0,+38.9096288,-076.9980735,1223,4.94,4.94,0,0,0.01,0.13,2.36,47.83,4.93,99.87,1.6,32.39,0.6,12.13,0.27,5.53,0.1,2,0,0,0,0,0,0,0.01,0.13,0.88,17.78,0.87,17.66,0,0,4.06,82.22,4.06,82.22,0,0,0,0,0.01,0.20242915,-0.01,-0.20242915,0.01,0.20242915,-0.01,-0.20242915,0,0,0,0,UTC_BlockPly_2020_1223,{4C2946C8-6174-4637-A7B4-E986B882F6A9},0,0
3033,11,001,004600,2012,110010046002012,Block 2012,G5040,S,1877,0,+38.9100777,-077.0162869,2925,0.46,0.46,0.16,34.82,0.04,7.72,0,0,0.27,57.45,0.21,44.99,0,0,0.06,11.93,0,0.53,0,0,0,0,0.16,34.82,0.03,5.75,0.09,18.8,0.06,13.05,0,0.8,0.22,46.38,0.21,45.58,0,0,0,0,0.16,34.7826087,0,0.0373913,0.21,45.65217391,-0.05,-10.83217391,0.2,43.47826087,-0.04,-8.65826087,UTC_BlockPly_2020_2925,{0F14C2C7-6958-46A4-91A6-8D0C4FF261DA},0,0
3034,11,001,000101,1001,110010001011001,Block 1001,G5040,S,21340,0,+38.9099975,-077.0561970,434,5.28,5.28,1.76,33.38,0.53,10.06,1.87,35.45,2.99,56.56,0.45,8.48,0,0,0.24,4.61,0.42,8.02,0,0,0,0,1.76,33.38,0.51,9.65,0.76,14.43,0.25,4.78,0.01,0.24,2.76,52.19,2.74,51.95,0,0,0,0,1.53,28.97727273,0.23,4.40272727,1.59,30.11363636,0.17,3.26636364,1.82,34.46969697,-0.06,-1.08969697,UTC_BlockPly_2020_434,{3E16C801-8366-464D-A4E0-8C19C60AEF56},0,0
3035,11,001,000102,2000,110010001022000,Block 2000,G5040,S,12392,0,+38.9099368,-077.0576617,507,3.06,3.06,1.44,46.94,0.29,9.44,0.67,22,1.34,43.62,0.3,9.68,0,0,0.12,4,0.24,7.93,0,0,0,0,1.44,46.94,0.27,8.74,0.41,13.25,0.14,4.5,0.01,0.19,1.22,39.81,1.21,39.62,0,0,0,0,1.39,45.4248366,0.05,1.5151634,1.53,50,-0.09,-3.06,1.55,50.65359477,-0.11,-3.71359477,UTC_BlockPly_2020_507,{B4480E68-214E-4483-AFE7-246C1E003516},0,0
3036,11,001,000102,2001,110010001022001,Block 2001,G5040,S,12150,0,+38.9099236,-077.0587204,2721,3,3,1.04,34.82,0.18,6.06,1.03,34.38,1.77,59.12,0.27,8.85,0,0,0.15,5.15,0.32,10.74,0,0,0,0,1.04,34.82,0.17,5.64,0.33,11.1,0.16,5.46,0,0.11,1.62,54.08,1.62,53.97,0,0,0,0,0.98,32.66666667,0.06,2.15333333,1,33.33333333,0.04,1.48666667,1.03,34.33333333,0.01,0.48666667,UTC_BlockPly_2020_2721,{52B27BD3-74E2-49BB-A175-3D0B35A7302E},0,0
3037,11,001,000102,2002,110010001022002,Block 2002,G5040,S,28149,0,+38.9099163,-077.0604752,2023,6.95,6.95,2.4,34.53,0.45,6.44,2.41,34.64,4.1,59.03,0.56,8.03,0,0,0.22,3.2,0.91,13.15,0,0,0,0,2.4,34.53,0.42,6.06,0.66,9.52,0.24,3.46,0.01,0.13,3.89,55.96,3.88,55.83,0,0,0,0,2.6,37.41007194,-0.2,-2.88007194,2.66,38.2733813,-0.26,-3.7433813,2.62,37.69784173,-0.22,-3.16784173,UTC_BlockPly_2020_2023,{C147FC31-51EB-4726-8ECA-0A6E2DD6D82F},0,0
3038,11,001,000102,2003,110010001022003,Block 2003,G5040,S,22356,0,+38.9098693,-077.0626640,5927,5.53,5.53,2.65,47.96,0.47,8.55,1.32,23.97,2.4,43.49,0.41,7.43,0,0,0.18,3.23,0.49,8.86,0,0,0,0,2.65,47.96,0.45,8.14,0.64,11.56,0.19,3.42,0.01,0.22,2.24,40.48,2.23,40.26,0,0,0,0,2.06,37.25135624,0.59,10.70864376,2.39,43.21880651,0.26,4.74119349,2.59,46.83544304,0.06,1.12455696,UTC_BlockPly_2020_5927,{9B255306-972A-4140-BABE-C1138870FB74},0,0
3039,11,001,008804,2010,110010088042010,Block 2010,G5040,S,14051,0,+38.9097313,-076.9859184,1386,3.47,3.47,0.43,12.29,0.14,4.11,1.12,32.33,2.9,83.6,0.76,22.01,0,0,0.19,5.49,0.83,23.77,0,0,0,0,0.43,12.29,0.14,4.08,0.33,9.6,0.19,5.52,0,0,2.71,78.11,2.71,78.11,0,0,0,0,0.52,14.98559078,-0.09,-2.69559078,0.46,13.25648415,-0.03,-0.96648415,0.5,14.4092219,-0.07,-2.1192219,UTC_BlockPly_2020_1386,{DC2A98F4-3454-4DFE-926F-A22A7E4EE14D},0,0
3040,11,001,000102,2004,110010001022004,Block 2004,G5040,S,11378,0,+38.9098446,-077.0641259,5637,2.82,2.82,0.82,29.13,0.08,2.85,0.97,34.51,1.92,68.02,0.42,14.97,0.18,6.32,0.19,6.75,0.15,5.47,0,0,0,0,0.82,29.13,0.07,2.6,0.45,15.92,0.38,13.33,0,0,1.55,54.95,1.55,54.95,0,0,0,0,0.68,24.11347518,0.14,5.01652482,0.88,31.20567376,-0.06,-2.07567376,0.76,26.95035461,0.06,2.17964539,UTC_BlockPly_2020_5637,{69BA83E7-665B-47CA-87B5-D25D64DFA21B},0,0
3041,11,001,005001,1012,110010050011012,Block 1012,G5040,S,6424,0,+38.9099739,-077.0275090,6012,1.59,1.59,0.35,22.3,0.02,1.48,0.42,26.37,1.21,76.22,0.4,25.01,0.18,11.14,0.06,3.99,0.15,9.72,0,0,0,0,0.35,22.3,0.02,1.35,0.26,16.6,0.24,15.25,0,0,0.97,61.1,0.97,61.1,0,0,0,0,0.18,11.32075472,0.17,10.97924528,0.33,20.75471698,0.02,1.54528302,0.3,18.86792453,0.05,3.43207547,UTC_BlockPly_2020_6012,{84E5CECA-D7CB-4B93-B0A7-0D1862111856},0,0
3042,11,001,008803,2007,110010088032007,Block 2007,G5040,S,43845,0,+38.9090842,-076.9950379,1161,10.83,10.83,1.42,13.14,1.94,17.9,0.94,8.72,7.47,68.96,0.74,6.86,0.66,6.08,0.71,6.57,4.41,40.74,0,0,0,0,1.42,13.14,1.61,14.91,2.99,27.56,1.37,12.65,0.32,2.97,6.42,59.3,6.1,56.32,0,0,0,0,1.71,15.78947368,-0.29,-2.64947368,2.59,23.91505078,-1.17,-10.77505078,1.61,14.86611265,-0.19,-1.72611265,UTC_BlockPly_2020_1161,{294D232E-2371-4D56-9EAB-0A014019EDF1},0,0
3043,11,001,005502,1017,110010055021017,Block 1017,G5040,S,10796,0,+38.9099649,-077.0479819,2653,2.67,2.67,0.16,6.11,0.01,0.27,1.4,52.47,2.5,93.62,0.49,18.2,0.21,7.8,0.22,8.26,0.18,6.9,0,0,0,0,0.16,6.11,0.01,0.27,0.44,16.33,0.43,16.06,0,0,2.07,77.56,2.07,77.56,0,0,0,0,0.15,5.61797753,0.01,0.49202247,0.14,5.24344569,0.02,0.86655431,0.14,5.24344569,0.02,0.86655431,UTC_BlockPly_2020_2653,{D831FDCE-D81B-4CD5-BA23-14D570DCBBFA},0,0
3044,11,001,007806,1000,110010078061000,Block 1000,G5040,S,7791,0,+38.9098255,-076.9322453,4522,1.92,1.92,0.77,39.97,0.1,5.01,0.28,14.3,1.06,55.03,0.38,19.91,0.02,1.19,0.07,3.53,0.31,16.09,0,0,0,0,0.77,39.97,0.1,4.98,0.19,9.73,0.09,4.75,0,0,0.97,50.3,0.97,50.3,0,0,0,0,0.65,33.85416667,0.12,6.11583333,0.51,26.5625,0.26,13.4075,0.54,28.125,0.23,11.845,UTC_BlockPly_2020_4522,{9FEA5117-F4A6-419D-A286-D1E076550A0F},0,0
3045,11,001,005303,2004,110010053032004,Block 2004,G5040,S,22761,0,+38.9100156,-077.0400794,823,5.62,5.62,1.02,18.1,0.1,1.77,2.36,42.02,4.51,80.13,0.84,14.91,0.18,3.25,0.26,4.69,0.86,15.25,0,0,0,0,1.02,18.1,0.1,1.73,0.55,9.71,0.45,7.98,0,0,4.06,72.19,4.06,72.19,0,0,0,0,0.8,14.23487544,0.22,3.86512456,1.32,23.48754448,-0.3,-5.38754448,1.13,20.10676157,-0.11,-2.00676157,UTC_BlockPly_2020_823,{A7D37891-547C-4B72-8D0E-4609470BB8D1},0,0
3046,11,001,005202,2006,110010052022006,Block 2006,G5040,S,3637,0,+38.9100821,-077.0362321,2478,0.9,0.9,0.17,18.78,0.02,2.03,0.29,32.04,0.71,79.19,0.25,27.59,0,0,0.06,6.7,0.12,12.85,0,0,0,0,0.17,18.78,0.02,2.03,0.08,8.73,0.06,6.7,0,0,0.65,72.49,0.65,72.49,0,0,0,0,0.12,13.33333333,0.05,5.44666667,0.21,23.33333333,-0.04,-4.55333333,0.17,18.88888889,0,-0.10888889,UTC_BlockPly_2020_2478,{6ADE2942-C3C0-4873-91EA-C2498E2034EF},0,0
3047,11,001,005202,2007,110010052022007,Block 2007,G5040,S,10420,0,+38.9099907,-077.0353001,173,2.57,2.57,0.56,21.67,0.04,1.62,0.6,23.21,1.97,76.71,0.42,16.14,0.59,22.77,0.09,3.68,0.28,10.91,0,0,0,0,0.56,21.67,0.04,1.43,0.72,28.07,0.69,26.64,0,0,1.29,50.26,1.29,50.26,0,0,0,0,0.51,19.84435798,0.05,1.82564202,0.67,26.07003891,-0.11,-4.40003891,0.52,20.23346304,0.04,1.43653697,UTC_BlockPly_2020_173,{A00A9ABA-D006-463E-862B-3A183C49E06F},0,0
3048,11,001,005202,1002,110010052021002,Block 1002,G5040,S,18396,0,+38.9100182,-077.0332544,2246,4.55,4.55,0.22,4.77,0.01,0.26,2.31,50.74,4.32,94.98,1.07,23.52,0.13,2.88,0.56,12.31,0.25,5.53,0,0,0,0,0.22,4.77,0,0.08,0.7,15.44,0.7,15.36,0,0,3.63,79.79,3.63,79.79,0,0,0,0,0.05,1.0989011,0.17,3.6710989,0.22,4.83516484,0,-0.06516484,0.22,4.83516484,0,-0.06516484,UTC_BlockPly_2020_2246,{5AF21BEC-E8A3-4062-9384-083344251F03},0,0
3049,11,001,000201,1002,110010002011002,Block 1002,G5040,S,52164,0,+38.9089893,-077.0750305,1046,12.89,12.89,0.46,3.6,0.8,6.18,4.98,38.61,11.57,89.78,1.43,11.06,0,0,1.03,7.98,4.14,32.14,0,0,0.06,0.44,0.46,3.6,0.79,6.16,1.82,14.15,1.03,8,0,0.01,10.6,82.25,10.54,81.81,0.06,0.44,0,0,0.11,0.85337471,0.35,2.74662529,0.25,1.93948798,0.21,1.66051202,0.15,1.16369279,0.31,2.43630721,UTC_BlockPly_2020_1046,{69D442F7-9B31-4F37-BACC-A8F6C472E74B},0,0
3050,11,001,004600,2015,110010046002015,Block 2015,G5040,S,21542,0,+38.9100109,-077.0136725,5722,5.32,5.32,1.01,19.04,0.21,4.02,1.88,35.26,4.1,76.95,0.83,15.65,0,0,0.21,4.01,1.17,22.02,0,0,0,0,1.01,19.04,0.21,3.87,0.43,8.02,0.22,4.15,0,0,3.88,72.94,3.88,72.94,0,0,0,0,0.89,16.72932331,0.12,2.31067669,1.21,22.7443609,-0.2,-3.7043609,1.11,20.86466165,-0.1,-1.82466165,UTC_BlockPly_2020_5722,{8DB54109-129D-4E67-A08C-3E3B401887B8},0,0
3051,11,001,004600,1003,110010046001003,Block 1003,G5040,S,4754,0,+38.9100092,-077.0093543,24,1.17,1.17,0.15,12.83,0.09,7.4,0.24,20.25,0.94,79.77,0.4,34.22,0,0.02,0.1,8.71,0.19,16.57,0,0,0,0,0.15,12.83,0.09,7.4,0.19,16.13,0.1,8.73,0,0,0.83,71.04,0.83,71.04,0,0,0,0,0.18,15.38461538,-0.03,-2.55461538,0.24,20.51282051,-0.09,-7.68282051,0.17,14.52991453,-0.02,-1.69991453,UTC_BlockPly_2020_24,{762F1CDF-5C60-4FD8-A6F7-E1AD43809933},0,0
3052,11,001,004600,1002,110010046001002,Block 1002,G5040,S,17667,0,+38.9100093,-077.0109243,2792,4.37,4.37,0.71,16.31,0.1,2.32,1.59,36.36,3.55,81.37,0.56,12.93,0.1,2.18,0.32,7.34,0.99,22.57,0,0,0,0,0.71,16.31,0.1,2.22,0.51,11.74,0.42,9.53,0,0.09,3.14,71.95,3.14,71.86,0,0,0,0,0.79,18.0778032,-0.08,-1.7678032,1.05,24.02745995,-0.34,-7.71745995,0.82,18.76430206,-0.11,-2.45430206,UTC_BlockPly_2020_2792,{B4636E49-D56A-4C7E-AB10-95BB2B6B231F},0,0
3053,11,001,005502,1016,110010055021016,Block 1016,G5040,S,14811,0,+38.9096429,-077.0434415,2675,3.66,3.66,1.96,53.72,0.27,7.45,0.02,0.53,1.42,38.83,0.99,27,0,0,0.4,11.01,0.01,0.29,0,0,0,0,1.96,53.72,0,0,0.07,1.8,0.07,1.8,0.27,7.3,1.63,44.48,1.36,37.17,0,0,0,0,1.4,38.25136612,0.56,15.46863388,2.18,59.56284153,-0.22,-5.84284153,2.12,57.92349727,-0.16,-4.20349727,UTC_BlockPly_2020_2675,{2885C425-E9A2-4BAD-BF58-66D7C9EA7C18},0,0
3054,11,001,005004,2000,110010050042000,Block 2000,G5040,S,1015,0,+38.9100214,-077.0284794,3041,0.25,0.25,0.08,30.66,0.03,11.85,0,0,0.15,57.49,0.14,55.04,0,0,0,0.88,0,1.57,0,0,0,0,0.08,30.66,0.03,11.85,0.03,12.73,0,0.88,0,0,0.14,56.61,0.14,56.61,0,0,0,0,0.02,8,0.06,22.66,0.08,32,0,-1.34,0.07,28,0.01,2.66,UTC_BlockPly_2020_3041,{FEC0CD68-6B57-4760-B11F-BA3700C2618D},0,0
3055,11,001,000101,1009,110010001011009,Block 1009,G5040,S,4939,0,+38.9097337,-077.0550921,5176,1.23,1.23,0.31,25.09,0.06,5.06,0.37,30.27,0.86,69.85,0.26,21.19,0,0,0.09,7.12,0.14,11.27,0,0,0,0,0.31,25.09,0.06,4.92,0.15,12.18,0.09,7.26,0,0,0.77,62.73,0.77,62.73,0,0,0,0,0.28,22.76422764,0.03,2.32577236,0.35,28.45528455,-0.04,-3.36528455,0.32,26.01626016,-0.01,-0.92626016,UTC_BlockPly_2020_5176,{013DE4B6-2A3D-4683-840D-40596AFB1F68},0,0
3056,11,001,008804,2002,110010088042002,Block 2002,G5040,S,20979,0,+38.9093437,-076.9837820,4558,5.19,5.19,0.63,12.15,0.29,5.54,1.26,24.26,4.27,82.31,0.89,17.19,1.06,20.53,0.28,5.39,0.77,14.95,0,0,0,0,0.63,12.15,0.29,5.5,1.63,31.46,1.35,25.96,0,0,2.92,56.39,2.92,56.39,0,0,0,0,0.82,15.79961464,-0.19,-3.64961464,0.71,13.68015414,-0.08,-1.53015414,0.74,14.25818882,-0.11,-2.10818882,UTC_BlockPly_2020_4558,{699C0288-1564-4F40-8A2B-8483953212A3},0,0
3057,11,001,005004,2002,110010050042002,Block 2002,G5040,S,5845,0,+38.9098605,-077.0297432,5347,1.44,1.44,1.08,74.56,0.15,10.17,0,0.34,0.22,15.27,0.15,10.6,0,0,0.06,4.02,0,0.31,0,0,0,0,1.08,74.56,0,0,0,0,0,0,0.15,10.17,0.37,25.44,0.22,15.27,0,0,0,0,0.75,52.08333333,0.33,22.47666667,1.12,77.77777778,-0.04,-3.21777778,1.06,73.61111111,0.02,0.94888889,UTC_BlockPly_2020_5347,{33F58998-1002-4E0C-B858-9C78C888FBE2},0,0
3058,11,001,000802,1004,110010008021004,Block 1004,G5040,S,19453,0,+38.9092170,-077.0883241,2173,4.81,4.81,1.95,40.48,0.5,10.43,0.9,18.72,2.36,49.09,0.57,11.77,0.44,9.25,0.15,3.13,0.3,6.21,0,0,0,0,1.95,40.48,0.5,10.39,1.1,22.82,0.6,12.43,0,0,1.76,36.7,1.76,36.7,0,0,0,0,1.87,38.87733888,0.08,1.60266112,1.6,33.26403326,0.35,7.21596674,1.98,41.16424116,-0.03,-0.68424116,UTC_BlockPly_2020_2173,{3AB5971C-E5B9-4497-869A-B78A460B3D8D},0,0
3059,11,001,008803,2006,110010088032006,Block 2006,G5040,S,21740,0,+38.9091680,-076.9969656,5211,5.37,5.37,0.04,0.82,0.17,3.2,1.81,33.75,5.16,95.99,1.23,22.95,0.68,12.63,0.23,4.32,1.2,22.34,0,0,0,0,0.04,0.82,0.17,3.2,1.08,20.15,0.91,16.95,0,0,4.25,79.03,4.25,79.03,0,0,0,0,0,0,0.04,0.82,0.02,0.37243948,0.02,0.44756052,0.16,2.97951583,-0.12,-2.15951583,UTC_BlockPly_2020_5211,{F7C31A0A-EAE0-411B-9A53-91BD0BB5A6D1},0,0
3060,11,001,005502,1015,110010055021015,Block 1015,G5040,S,2482,0,+38.9098424,-077.0445844,1934,0.61,0.61,0.15,25.14,0.03,4.87,0.02,2.86,0.43,69.99,0.32,52.7,0,0,0.08,13.11,0.01,1.33,0,0,0,0,0.15,25.14,0,0.36,0.04,6.6,0.04,6.23,0.03,4.3,0.42,68.26,0.39,63.96,0,0,0,0,0.07,11.47540984,0.08,13.66459016,0.11,18.03278689,0.04,7.10721311,0.12,19.67213115,0.03,5.46786885,UTC_BlockPly_2020_1934,{D82D1C38-055D-4878-BF53-F8716C2DD208},0,0
3061,11,001,007806,1001,110010078061001,Block 1001,G5040,S,24771,0,+38.9091351,-076.9311437,1850,6.12,6.12,2.51,41.06,0.91,14.85,0.8,12.99,2.7,44.1,0.83,13.53,0.21,3.48,0.15,2.51,0.71,11.59,0,0,0,0,2.51,41.06,0.91,14.84,1.28,20.83,0.37,5.99,0,0,2.33,38.11,2.33,38.11,0,0,0,0,2.42,39.54248366,0.09,1.51751634,2.24,36.60130719,0.27,4.45869281,2.34,38.23529412,0.17,2.82470588,UTC_BlockPly_2020_1850,{423F15FA-5D90-4B8B-9FD8-FEBD0A052FB1},0,0
3062,11,001,005004,2004,110010050042004,Block 2004,G5040,S,2488,0,+38.9098103,-077.0284314,3372,0.61,0.61,0.19,31.08,0.05,7.77,0,0,0.38,61.15,0.21,33.45,0,0,0.17,26.93,0,0.76,0,0,0,0,0.19,31.08,0.01,1.17,0.06,10.55,0.06,9.38,0.04,6.4,0.36,58.37,0.32,51.97,0,0,0,0,0.28,45.90163934,-0.09,-14.82163934,0.26,42.62295082,-0.07,-11.54295082,0.23,37.70491803,-0.04,-6.62491803,UTC_BlockPly_2020_3372,{B91F9176-F70A-4DBC-8EFE-BC0AB57DFB86},0,0
3063,11,001,008702,3005,110010087023005,Block 3005,G5040,S,4339,0,+38.9093829,-077.0032544,105,1.07,1.07,0,0,0,0,0,0,1.07,100,1.07,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.07,100,1.07,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,UTC_BlockPly_2020_105,{7225118A-78CE-457E-829A-AF4DC357D6FE},0,0
3064,11,001,005004,2001,110010050042001,Block 2001,G5040,S,6013,0,+38.9094335,-077.0295004,3312,1.49,1.49,0.86,57.74,0.25,17.07,0,0.27,0.37,25.19,0.3,20.02,0,0,0.07,4.42,0.01,0.48,0,0,0,0,0.86,57.74,0,0,0,0.03,0,0.03,0.25,17.07,0.63,42.22,0.37,25.16,0,0,0,0,0.7,46.97986577,0.16,10.76013423,0.98,65.77181208,-0.12,-8.03181208,0.72,48.32214765,0.14,9.41785235,UTC_BlockPly_2020_3312,{161BFB78-1316-4595-B83C-DEE501532AA6},0,0
